masp,tensp,slt,mota,gia
SP006877,Wuthering Heights (Penguin Classics),319,Penguin Books,816000
SP006878,Dubliners (Penguin Modern Classics),808,Penguin Books Ltd,527000
SP006879,I Married Dr. Jekyll and Woke Up Mrs. Hyde: Or What Happens to Love,472,iUniverse.com,823000
SP006880,The Autobiography of Maria Callas: A Novel,316,Birch Brook Press,611000
SP006881,Cuentos Ciertos E Inciertos,604,Edhasa,952000
SP006882,Ficciones,777,Alianza Editorial,830000
SP006883,El Libro de Arena,189,Alianza Editorial,880000
SP006884,The Clan of the Cave Bear (Earth's Children Series    No 1),604,Random House Value Publishing,575000
SP006885,Eucalyptus,39,Farrar Straus &amp; Giroux,837000
SP006886,Erecciones   Eyaculaciones   Exhibiciones,937,Anagrama,295000
SP006887,El coronel no tiene quien le escriba,836,Plaza &amp; Janes Editores   S.A.,506000
SP006888,Vivir Para Contarla / To Live to Tell It (Spanish),275,Diana,531000
SP006889,A Samba for Sherlock,453,Vintage Books USA,922000
SP006890,Lo es : Una memoria,111,Fireside,794000
SP006891,Dracula (Oxford World's Classics),848,Oxford University Press,207000
SP006892,The Dominion of Wyley McFadden,942,McClelland &amp; Stewart Ltd,810000
SP006893,Last Rites: A Novel (Harvey   John   Charles Resnick Novels.),534,Henry Holt &amp; Company,267000
SP006894,Shadows of Sin: A Jessie Drake Mystery (Jessie Drake Mysteries (Hardcover)),365,William Morrow &amp; Company,655000
SP006895,Lofting,243,Studio Loplop,450000
SP006896,A Body to Die For,63,Warner Books,723000
SP006897,Geheimakte Proteus.,524,Goldmann,623000
SP006898,The Oath,760,Signet Book,144000
SP006899,I Will Sing Life: Voices from the Hole in the Wall Gang Camp,345,Little Brown &amp; Co,830000
SP006900,The Twentieth Wife: A Novel,882,Washington Square Press,208000
SP006901,Pulp,148,Anagrama,203000
SP006902,Dumb and Dumber Joke Book,272,Scholastic Paperbacks (Mm),743000
SP006903,Billy Bathgate: A Novel,726,Harper Mass Market Paperbacks,709000
SP006904,Dawn (Cutler),248,Pocket,871000
SP006905,Ashworth Hall (Charlotte &amp; Thomas Pitt Novels (Paperback)),742,Fawcett,597000
SP006906,Fat Tuesday,512,Warner Vision,747000
SP006907,Quozl,795,Ace Books,350000
SP006908,Smoke,860,Warner Books,827000
SP006909,The Crow: City of Angels : A Novel,325,Berkley Publishing Group,994000
SP006910,Reign in Hell,730,Ballantine Books,838000
SP006911,Wednesday's Child: An Inspector Banks Mystery,757,Berkley Publishing Group,416000
SP006912,Pure Instinct,491,Jove Books,457000
SP006913,Fool's Puzzle,332,Berkley Publishing Group,222000
SP006914,Copy Kat (Kat Colorado Mysteries),239,Crimeline,624000
SP006915,Gallow's View (Inspector Banks Mysteries (Paperback)),697,Berkley Publishing Group,149000
SP006916,Stray Kat Waltz (Kat Colorado Mysteries),744,Berkley Publishing Group,858000
SP006917,In a Dry Season,613,Avon,207000
SP006918,Death du Jour,48,Pocket,946000
SP006919,Cold Blood,960,Jove Books,554000
SP006920,Critical Mass,266,Jove Books,803000
SP006921,Mohawk (Vintage Contemporaries),923,Vintage Books USA,911000
SP006922,Purification Ceremony,773,William Morrow &amp; Company,703000
SP006923,HANGMAN'S ROOT,776,Scribner,629000
SP006924,Unnatural Exposure,356,Putnam Pub Group,495000
SP006925,The Last Precinct,382,Putnam Publishing Group,818000
SP006926,Cat and Mouse,726,Replica Books,576000
SP006927,Poor Butterfly,868,Warner Books Inc,464000
SP006928,The Honourable Schoolboy,697,Pocket,522000
SP006929,Wilderness of Mirrors,54,Doubleday Books,579000
SP006930,Sunset Limited,471,Bantam Dell Pub Group,924000
SP006931,Couplehood,138,Bantam Dell Pub Group,625000
SP006932,Sisters in Crime 4,505,Berkley Publishing Group,854000
SP006933,The Last Family,101,Bantam,922000
SP006934,Perfect Justice,608,Ballantine Books,439000
SP006935,Escape the Night,809,Ballantine Books,390000
SP006936,By Evil Means (Phoebe Siegel Mystery),67,Crimeline,557000
SP006937,The Grilling Season,108,Bantam Books,926000
SP006938,Trial by Fire,7,Signet Book,115000
SP006939,White Smoke: A Novel About the Next Papal Conclave,52,Forge,739000
SP006940,Kissed a Sad Goodbye (Duncan Kincaid/Gemma James Novels (Paperback)),420,Bantam Books,618000
SP006941,Render Up the Body : A Novel of Suspense,861,HarperTorch,862000
SP006942,Rescue,318,Pocket Books,993000
SP006943,Legacies : A Repairman Jack Novel (Repairman Jack),651,Forge Books,362000
SP006944,Stealing Time (April Woo Suspense Novels (Paperback)),169,Signet Book,472000
SP006945,The Disappearance,952,Signet Book,781000
SP006946,Deception on His Mind,479,Bantam,829000
SP006947,The Devil's Code,612,G. P. Putnam's Sons,427000
SP006948,Malice Prepense,351,St Martins Pr,481000
SP006949,Guilty As Sin,374,Bantam,298000
SP006950,A Woman's Eye,313,Bantam Dell Pub Group,598000
SP006951,Wie die Tiere.,539,Rowohlt Tb.,526000
SP006952,Ivanhoe (Penguin Popular Classics),992,Penguin Books Ltd,717000
SP006953,The Group of Seven and Tom Thomson: An Introduction,836,Firefly Books Ltd,917000
SP006954,Tao of Pooh (Magnet Special),260,Routledge,762000
SP006955,?What If!: How to Start a Creative Revolution at Work,714,Wiley John &amp; Sons,838000
SP006956,Immortal Blood,118,HarperCollins Publishers,807000
SP006957,How to Be Better at Managing Change (How to Be Better Series),882,Kogan Page,553000
SP006958,All Change: Project Manager's Secret Handbook (Financial Times Management),363,Financial Times Prentice Hall,508000
SP006959,Thin Air,658,Firebird Distributing,995000
SP006960,Lady Susan ; The Watsons ; Sanditon (Penguin English Library),198,Penguin Books,1000000
SP006961,Develop Your Assertiveness (Better Management Skills Series),235,Kogan Page,300000
SP006962,Hotel World,508,Hamish Hamilton,419000
SP006963,Creed,157,Hodder &amp; Stoughton General Division,845000
SP006964,Sweet Dreams Are Made of This a Dark Fai,764,Trafalgar Square,910000
SP006965,Surfacing,873,Trafalgar Square,696000
SP006966,The Hothouse by the East River,552,Viking Press,617000
SP006967,VÃ?Â©ritÃ?Â©,382,LGF,155000
SP006968,A Summer in the Country,732,St. Martin's Paperbacks,667000
SP006969,No Witnesses,745,Hyperion Press,527000
SP006970,I Know Why the Caged Bird Sings,911,Bantam,521000
SP006971,Not Exactly a Brahmin,482,Dell,157000
SP006972,Murder on the Yukon Quest: An Alaska Mystery,570,Avon,111000
SP006973,Death Takes Passage (Alaska Mysteries (Paperback)),167,Avon,402000
SP006974,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),415,Avon,664000
SP006975,The Funeral Makers,623,Scribner,177000
SP006976,Marriage by the Book,903,Mira,667000
SP006977,Shell Game (Kathleen Mallory Novels (Paperback)),240,Berkley Publishing Group,762000
SP006978,The Same Sea,773,Harvest Books,667000
SP006979,Misfortune,143,Warner Books,840000
SP006980,The Hunt for Red October,334,Berkley Publishing Group,717000
SP006981,McNally's Secret (Archy McNally Novels (Paperback)),513,Berkley Publishing Group,823000
SP006982,Meet Me at Midnight,418,Jove Books,852000
SP006983,Twice Loved,745,Jove Books,333000
SP006984,Still Waters,737,Bantam,522000
SP006985,Track of the Cat (Anna Pigeon Mysteries (Paperback)),565,Avon Books,645000
SP006986,Blood Lure,545,Berkley Publishing Group,966000
SP006987,The Cheshire Cat's Eye,632,Warner Books,938000
SP006988,The Robert Half Way to Get Hired in Today's Job Market,175,Bantam Books,817000
SP006989,The Falcon at the Portal: An Amelia Peabody Mystery,510,Avon,259000
SP006990,Le Mariage,198,Plume Books,421000
SP006991,Spilling Clarence: A Novel,816,Hyperion,208000
SP006992,Happy and Sad   Grouchy and Glad (Little Golden Book),517,Essence Communications,218000
SP006993,The Magic School Bus Hops Home: A Book About Animal Habitats,953,Scholastic,375000
SP006994,Knight At Dawn (Magic Tree House 2   paper),400,Random House Children's Books,187000
SP006995,Confiscated Conception (Harlequin Intrigue   727),189,Harlequin,440000
SP006996,Loving Ways (Love Inspired),702,Steeple Hill,808000
SP006997,The STAR GROUP PAPERBACK,291,Simon Pulse,487000
SP006998,CHRISTOPHER PIKE'S TALES OF TERROR #2,333,Simon Pulse,537000
SP006999,The Bride's Rescuer,11,Harlequin,900000
SP007000,Father to Son: Life Lessons on Raising a Boy,225,Workman Publishing,527000
SP007001,Star Trek V: The Final Frontier,248,Star Trek,175000
SP007002,The Terminal Man,377,Ballantine Books,202000
SP007003,Restaurant at the End of the Universe,364,Pocket,586000
SP007004,So Long and Thanks for all the Fish,533,Pocket,925000
SP007005,Metamorphosis (Star Trek: The Next Generation),948,Star Trek,106000
SP007006,GULLIVERS FUGITIVES STAR TREK NEXT GENERATION #11 (Star Trek : the Next Generation   No 11),642,Star Trek,950000
SP007007,Dark Mirror   Dark Dreams,783,Harpercollins,179000
SP007008,Dreams Underfoot,279,Tor Books,570000
SP007009,Alien: Resurrection - The Novelization,919,Warner Books,748000
SP007010,The Cheapskate Monthly Money Makeover,174,St. Martin's Press,151000
SP007011,Delta Of Venus,514,Pocket,316000
SP007012,Frankenstein,756,Signet Book,380000
SP007013,Othello,370,Pocket Books,198000
SP007014,Elfquest: Journey to Sorrows End,790,Berkley Pub Group,585000
SP007015,Mixed Blessings: Overcoming the Stumbling Blocks in an Interfaith Marriage,995,Penguin Books,603000
SP007016,The X-Files: Goblins,351,HarperEntertainment,163000
SP007017,Beast,874,Fawcett Books,502000
SP007018,Wolfman Sam (A Trophy Chapter Book),689,HarperTrophy,225000
SP007019,Stop That Eyeball! (Spencer's Adventures   No 1),192,Scholastic Paperbacks,116000
SP007020,Hemingway in Love and War: The Lost Diary of Agnes Von Kurowsky,592,Hyperion Books,385000
SP007021,Geek Love,684,Warner Books,325000
SP007022,Sin Killer,183,Simon &amp; Schuster,624000
SP007023,Die vier SÃ?Â¶hne des Doktor March.,393,btb,889000
SP007024,Und Nietzsche Weinte,854,Wilhelm Goldmann Verlag GmbH,673000
SP007025,The American (Penguin Popular Classics),662,Penguin Books Ltd,772000
SP007026,Horror de Dunwich   El,834,Alianza,714000
SP007027,El ocho,85,Punto de Lectura,849000
SP007028,Memorias de una geisha,69,Suma de Letras,421000
SP007029,El Hereje,736,Distribooks,541000
SP007030,People of Darkness,850,Harpercollins,337000
SP007031,The Men's Health Guide To Peak Conditioning,488,Rodale Books,246000
SP007032,Think and Grow Rich,466,Ballantine Books,373000
SP007033,Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country,267,Prelude Press,733000
SP007034,Lost Rights : The Destruction of American Liberty,616,Palgrave Macmillan,339000
SP007035,The Great Libertarian Offer,15,Liamworks,433000
SP007036,Restoring the American dream,364,distributed by Harper &amp; Row,409000
SP007037,Just for Fun: The Story of an Accidental Revolutionary,707,HarperBusiness,132000
SP007038,The Big Book for Peace,905,Dutton Books,671000
SP007039,I Love You So Much,643,Dragonfly Books,616000
SP007040,El Antropologo Inocente,212,Anagrama,696000
SP007041,El Baron Rampante,122,Siruela,329000
SP007042,El Dominico Blanco,998,Grupo Oceano,240000
SP007043,Adivina Cuanto Te Quiero/Guess How Much I Love You,409,Sagebrush Bound,909000
SP007044,Mi Corazon Que Baila Con Espigas,891,Planeta Pub Corp,739000
SP007045,Antologias de Las Mejores Poesias,746,Debols!llo,633000
SP007046,La AtlÃ¡ntida,839,Edimat Libros,606000
SP007047,Soldados De Salamina (Coleccion Andanzas   433),457,Tusquets,341000
SP007048,Los Novios Bulgaros/the Bulgarian Boyfriends (ColecciÃ³n Andanzas),896,Tusquets,208000
SP007049,The Master and Margarita,356,Grove Press,466000
SP007050,Hard Time (V.I. Warshawski Novels (Paperback)),741,Dell,771000
SP007051,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),601,St. Martin's Paperbacks,564000
SP007052,Fear of Flying,847,Signet Book,335000
SP007053,Big Stone Gap,20,Fawcett Books,748000
SP007054,White Shark,283,St. Martin's Press,256000
SP007055,Even Cowgirls Get the Blues,106,Bantam Books,957000
SP007056,Diary of a Young Girl,527,Bantam Books,489000
SP007057,Sun Also Rises,974,Scribner,454000
SP007058,The Christmas Box (Christmas Box Trilogy),122,Pubs Wholesale,225000
SP007059,Medicine Woman,620,HarperSanFrancisco,342000
SP007060,The Isle of Battle : Book Two of the Swans' War (The Swqans' War   Book 2),41,Eos,157000
SP007061,The Nirvana Blues,46,Ballantine Books,171000
SP007062,Confessions of a Dangerous Mind : An Unauthorized Autobiography,884,Miramax,715000
SP007063,Milagro Beanfield War,4,Ballantine Books,343000
SP007064,Borderliners,424,Farrar Straus &amp; Giroux,492000
SP007065,Shampoo Planet,640,Simon Schuster,143000
SP007066,Old Man and the Sea,835,Scribner Book Company,854000
SP007067,The No. 1 Ladies' Detective Agency,893,Anchor (UK),479000
SP007068,In Endless Strife,185,Minerva Press Ltd.,939000
SP007069,Something More: Excavating Your Authentic Self,936,Warner Books,860000
SP007070,Reversible Errors,366,Warner Vision,592000
SP007071,Meet Me for Coffee,42,Harvest House Pub,505000
SP007072,The Last Time They Met : A Novel,760,Little   Brown,983000
SP007073,The Law of Love,974,Three Rivers Press (CA),234000
SP007074,Tagebuch 1920.,82,Diogenes Verlag,158000
SP007075,Illusion Comique,465,Continental Book Co Inc,169000
SP007076,Plus fort que la haine,633,J'ai lu,922000
SP007077,Cyrano De Bergerac (Collection Folio),290,Ideal Foreign Books,726000
SP007078,Angels,383,William Morrow,692000
SP007079,MÃ?Â¼nsters Fall.,212,btb,448000
SP007080,Prime Witness,102,Jove Books,916000
SP007081,The Confessions of Phoebe Tyler,814,Berkley Pub Group,347000
SP007082,The Hitch Hiker's Guide to the Galaxy (The Hitch Hiker's Guide to the Galaxy),369,Pan Macmillan,521000
SP007083,Cathryn (Circle Of Friends) (Superromance   932),965,Harlequin,430000
SP007084,First Daughter (The First Family Of Texas) (Harlequin Superromance   No. 1006),624,Harlequin,965000
SP007085,CCNA: Cisco Certified Network Associate Study Guide   Third Edition,780,Sybex Inc,487000
SP007086,Lose Your Love Handles: A 3-Step Program to Streamline Your Waist in 30 Days,34,Perigee Books,651000
SP007087,Servant of the Bones,622,Ballantine Books,747000
SP007088,Debt of Honor (Jack Ryan Novels),51,Berkley Publishing Group,159000
SP007089,Suspicion of Guilt,831,Signet Book,498000
SP007090,Cowboy For Clementine (Home On The Ranch) (Harlequin Superromance   No. 1029),769,Harlequin,861000
SP007091,Black Wolf,576,Signet Book,694000
SP007092,Rafferty'S Choice (Born In The Usa) (Born in the USA),588,Harlequin,461000
SP007093,Charlotte Moore (Girlfriends) (Harlequin Superromance   No. 1026),41,Harlequin,475000
SP007094,Dream Baby (By The Year 2000: Baby) (Harlequin Superromance   No. 870),658,Harlequin,132000
SP007095,That Summer Thing (Riverbend) (Superromance   930),739,Harlequin,739000
SP007096,His Brother'S Bride (Men Of Glory) (Harlequin Superromance   No. 872),308,Harlequin,216000
SP007097,Daughter Of Oklahoma (Hometown U.S.A.) (Harlequin Superromance   No. 1028),184,Harlequin,387000
SP007098,My Private Detective (Count On A Cop) (Superromance   1005),66,Harlequin,941000
SP007099,14 Valentine Place (Harlequin Superromance   No. 1035),851,Harlequin,565000
SP007100,Married In Montana (Big Sky Country) (Harlequin Superromance   No. 1002),868,Harlequin,347000
SP007101,True Heart (9 Months Later) (Harlequin Superromance   No. 1025),174,Harlequin,805000
SP007102,Just Around The Corner (Shelter Valley Stories) (Harlequin Superromance   No. 1027),748,Harlequin,903000
SP007103,Gifts of Fortune (3 Novels in 1),679,Silhouette,784000
SP007104,Dancing in Light,27,The International Library of Poetry,225000
SP007105,On the Threshold of a Dream Volume 2,12,Natl Reference Inst Pubns,760000
SP007106,VI Editor Pocket Reference,632,O'Reilly,330000
SP007107,On Writing,23,Scribner,450000
SP007108,Body for Life: 12 Weeks to Mental and Physical Strength,316,HarperCollins,454000
SP007109,The Doomsday Conspiracy,799,Warner Books,613000
SP007110,Intrusive Man  (Born In The Usa) (Born in the USA   Indiana),81,Harlequin,738000
SP007111,Zoey Phillips (Girlfriends) (Harlequin Superromance   No. 1020),71,Harlequin,107000
SP007112,Fire Within (America'S Bravest) (Harlequin Superromance   No. 1018),974,Harlequin,184000
SP007113,Midnight Clear (3 Novels in 1),590,Silhouette,994000
SP007114,We Saw Mommy Kissing Santa Claus (Harlequin Superromance   No. 1021),152,Harlequin,238000
SP007115,Two Much Alike (Twins) (Harlequin Superromance   No. 1007),546,Harlequin,946000
SP007116,Nerilka's Story (Dragonriders of Pern (Paperback)),604,Del Rey Books,527000
SP007117,Dark Angel,301,Pocket,610000
SP007118,The spiral dance: A rebirth of the ancient religion of the great goddess,473,Harper &amp; Row,865000
SP007119,The Smoke Ring,377,Del Rey Books,814000
SP007120,Elvenborn (Halfblood Chronicles),763,Tor Fantasy,779000
SP007121,Echoes of the Well of Souls (Watchers at the Well   Book 1),364,Del Rey Books,523000
SP007122,The Hidden Encyclical of Pius XI,125,Harcourt,868000
SP007123,Renaissance Moon: A Novel,118,St. Martin's Press,563000
